"international_id","helmet_brand","tape_color","pregame_music_genre","locker_room_role","training_pct","uses_tinted_visor","left_skate_first","brings_backup_stick","morning_skate_attended","hydration_pct","pass_drill_success_pct","0x676f6c64656e5f7469707073","video_review_completion_pct","extra_sticks_packed","warmup_laps","bus_seat_number","autographs_signed_week","skate_hollow_inches","avg_shoot_speed","shot_power_score","sleep_hours_before_game","stick_blade_curve_mm","travel_fatigue_score","recovery_balance_minutes","selection_probability"
"3887","Warrior","blue","hip hop","hype","59.083225","1","0","0","1","54.900000","61.840000","hotel","42.630000","2","2","16","3","0.930000","85.860000","55.030000","6.770000","6.830000","-0.510000","-144","0.633882"
"3888","Warrior","white","electronic","mentor","17.185173","0","0","1","1","53.380000","76.810000","whiskey","50.160000","3","3","35","4","0.535000","76.450000","","7.340000","12.140000","-5.010000","-71","0.947107"
"3889","Warrior","black","hip hop","quiet","67.727978","1","1","0","1","96.500000","57.410000","juliett","71.380000","3","7","42","4","0.619000","73.630000","40.360000","5.710000","14.690000","-2.320000","-18","0.959925"
"3890","Warrior","white","country","quiet","63.241337","0","1","1","1","76.700000","56.370000","sierra","22.070000","3","6","45","2","0.484000","77.650000","45.180000","8.200000","6.570000","-4.600000","-52","0.575551"
"3891","Bauer","blue","electronic","joker","40.991448","0","0","1","1","83.390000","29.010000","lima","66.390000","3","5","27","6","0.771000","84.830000","53.800000","7.460000","11.120000","-1.240000","-14","0.239547"
"3892","Bauer","black","hip hop","hype","76.923262","0","0","1","1","69.980000","70.500000","papa","20.350000","0","1","3","5","0.597000","77.860000","45.430000","9.000000","6.360000","-3.960000","-26","0.075342"
"3893","Warrior","green","metal","planner","64.891999","0","1","1","0","66.150000","77.750000","tango","24.150000","2","8","3","3","0.619000","87.260000","56.710000","7.680000","16.900000","-2.630000","-150","0.958031"
"3894","Warrior","black","electronic","quiet","28.680351","1","1","0","0","45.420000","71.480000","alpha","66.150000","4","1","4","3","0.544000","80.650000","","9.350000","12.710000","-0.650000","-81","0.705408"
"3895","Warrior","black","metal","mentor","64.618694","0","1","1","1","62.420000","53.000000","yankee","51.150000","1","6","37","2","0.912000","88.550000","58.260000","8.250000","8.920000","-2.830000","-174","0.928968"
"3896","Bauer","white","pop","joker","","0","0","0","1","98.460000","27.350000","quebec","10.970000","1","1","45","3","0.488000","84.420000","53.300000","9.160000","4.400000","-2.590000","-90","0.731996"
"3897","Bauer","white","electronic","joker","","0","1","1","1","53.910000","84.980000","yankee","64.350000","0","5","17","6","0.550000","74.140000","40.970000","8.470000","13.670000","-1.750000","-126","0.142457"
"3898","Warrior","white","country","joker","47.887204","1","0","1","1","78.180000","59.010000","romeo","16.090000","2","3","32","6","0.531000","77.930000","45.520000","7.020000","14.850000","-7.690000","-56","0.869294"
"3899","Warrior","white","pop","hype","37.453820","0","1","1","1","57.080000","69.850000","echo","60.420000","4","6","18","3","0.715000","77.010000","","9.320000","10.110000","-6.420000","-98","0.437868"
"3900","CCM","blue","hip hop","hype","48.078752","0","1","1","1","96.130000","51.670000","victor","20.450000","2","1","6","8","0.391000","74.780000","41.740000","8.380000","4.290000","-0.390000","-96","0.268180"
"3901","Bauer","green","pop","hype","54.663685","1","0","1","1","49.830000","78.560000","alpha","53.380000","4","6","42","9","0.663000","92.480000","62.980000","9.170000","9.910000","-2.060000","-48","0.195105"
"3902","Warrior","blue","metal","joker","53.930057","0","0","0","1","68.630000","59.410000","mike","28.650000","3","5","22","9","0.565000","79.330000","47.200000","6.980000","8.220000","-1.540000","-154","0.197993"
"3903","True","white","metal","quiet","73.822532","0","0","1","0","45.920000","49.980000","november","75.760000","1","7","15","6","0.678000","76.840000","44.210000","7.390000","9.960000","-4.120000","-103","0.108436"
"3904","CCM","black","pop","hype","16.844098","1","0","0","0","53.390000","39.100000","lima","41.850000","5","7","13","5","0.636000","90.840000","","4.850000","4.380000","-2.860000","-90","0.727516"
"3905","Bauer","white","country","joker","34.076699","0","0","1","1","93.500000","83.230000","sierra","57.910000","0","5","12","4","0.477000","84.660000","53.590000","6.600000","6.510000","-1.780000","-97","0.907835"
"3906","Bauer","blue","metal","quiet","","0","0","0","0","51.510000","54.280000","delta","40.520000","5","2","25","5","0.438000","84.410000","53.290000","6.520000","15.900000","-1.730000","-140","0.656029"
"3907","Bauer","blue","hip hop","mentor","46.722164","1","0","1","0","89.370000","68.290000","sierra","65.610000","1","8","12","8","0.970000","74.060000","40.870000","8.250000","13.760000","-4.440000","-121","0.453986"
"3908","Warrior","black","country","planner","46.494904","0","0","1","0","54.560000","59.500000","bravo","48.520000","0","2","26","4","0.681000","76.770000","44.120000","7.810000","6.960000","-6.510000","-39","0.560397"
"3909","Bauer","white","metal","quiet","77.252111","0","1","1","1","53.290000","48.810000","kilo","29.140000","4","6","4","5","0.802000","86.310000","55.570000","6.290000","7.890000","-1.530000","-177","0.605725"
"3910","Bauer","black","rock","quiet","","0","0","1","0","95.420000","58.570000","whiskey","33.820000","4","7","53","10","0.852000","80.330000","48.400000","5.500000","7.280000","-1.600000","-157","0.922014"
"3911","True","white","electronic","quiet","43.064497","0","1","1","1","70.410000","89.670000","oscar","70.390000","0","1","14","4","0.405000","86.670000","","7.790000","14.800000","-2.890000","-38","0.728000"
"3912","Sherwood","blue","pop","quiet","63.901958","0","0","0","1","62.280000","36.550000","bravo","92.180000","1","6","7","5","0.805000","62.000000","26.400000","8.110000","10.380000","-0.190000","-150","0.548844"
"3913","True","green","rock","planner","63.385986","0","0","1","0","96.320000","65.960000","golf","45.170000","2","4","11","2","0.728000","90.090000","","7.210000","16.780000","-1.950000","-40","0.789018"
"3914","Warrior","black","pop","joker","72.269199","0","1","1","0","88.750000","53.870000","india","57.100000","3","6","52","4","0.477000","81.160000","49.390000","9.260000","7.950000","-5.920000","-34","0.327018"
"3915","CCM","black","electronic","quiet","43.916948","0","0","0","1","76.930000","70.430000","romeo","42.420000","5","4","12","5","0.524000","79.990000","47.990000","6.590000","16.350000","-0.850000","-158","0.654352"
"3916","Bauer","black","pop","quiet","34.817204","1","1","1","1","60.070000","73.580000","echo","48.190000","0","7","43","12","0.673000","83.910000","52.690000","8.900000","5.930000","-4.950000","-14","0.305252"
"3917","CCM","blue","metal","quiet","51.697702","0","1","0","1","95.960000","55.470000","echo","28.390000","0","4","11","9","0.783000","76.650000","43.980000","6.780000","16.370000","-2.000000","-156","0.823059"
"3918","Bauer","black","metal","quiet","68.031722","1","0","0","1","68.670000","53.230000","victor","24.800000","5","2","41","6","0.795000","79.190000","47.030000","7.780000","7.980000","-4.150000","-73","0.918185"
"3919","True","black","country","quiet","59.122194","0","0","1","0","51.240000","44.860000","foxtrot","3.880000","1","8","18","8","0.742000","88.630000","58.360000","8.280000","9.500000","-1.800000","-16","0.895220"
"3920","True","black","hip hop","hype","43.352040","0","0","0","0","95.760000","43.040000","hotel","55.310000","4","5","34","4","0.499000","88.910000","58.690000","6.720000","10.530000","-2.700000","-16","0.917041"
"3921","CCM","white","country","joker","44.813040","0","1","1","1","80.530000","79.750000","kilo","42.510000","3","5","18","5","0.698000","75.190000","42.230000","6.270000","14.610000","-4.570000","-27","0.630604"
"3922","CCM","black","pop","quiet","78.965131","1","1","1","1","94.640000","68.430000","hotel","60.600000","2","4","33","5","0.554000","85.750000","","7.430000","5.350000","-6.410000","-120","0.855616"
"3923","Warrior","white","hip hop","hype","56.566428","0","0","1","1","71.500000","65.230000","golf","21.690000","3","4","54","6","0.828000","79.850000","47.820000","6.570000","12.600000","-4.950000","-110","0.523139"
"3924","Warrior","black","pop","quiet","53.232519","0","0","1","1","84.180000","73.810000","zulu","70.320000","5","5","26","3","0.687000","81.230000","49.480000","6.540000","13.470000","-4.220000","-15","0.764169"
"3925","Warrior","white","pop","mentor","49.021763","0","0","0","1","48.620000","79.100000","victor","63.180000","4","8","48","6","0.443000","77.740000","45.290000","7.560000","10.410000","-0.150000","-45","0.922179"
"3926","Sherwood","black","country","joker","71.337603","0","1","1","1","60.360000","32.940000","whiskey","50.260000","0","6","9","5","0.915000","79.270000","47.120000","9.140000","5.140000","-2.890000","-169","0.124127"
"3927","Bauer","black","hip hop","quiet","68.862294","0","1","1","1","68.490000","40.660000","delta","26.270000","0","1","52","2","0.812000","81.690000","50.030000","6.010000","16.190000","-1.290000","-137","0.095222"
"3928","CCM","red","pop","quiet","37.209047","0","0","1","0","51.890000","34.430000","lima","87.830000","1","3","48","2","0.952000","86.150000","55.380000","8.320000","7.320000","-2.520000","-93","0.241230"
"3929","Bauer","black","rock","hype","61.053651","0","0","0","1","95.400000","64.950000","echo","23.250000","5","4","40","5","0.738000","78.950000","46.740000","7.100000","17.030000","-0.270000","-98","0.822557"
"3930","Bauer","black","hip hop","joker","","1","0","1","1","75.300000","84.910000","alpha","68.820000","4","5","30","5","0.677000","87.300000","","6.900000","8.890000","-2.280000","-127","0.311777"
"3931","CCM","white","metal","mentor","58.117618","0","1","1","1","59.020000","79.410000","india","57.900000","1","4","7","6","0.831000","84.090000","52.910000","6.900000","15.750000","-2.410000","-111","0.494136"
"3932","True","black","rock","hype","63.850147","0","1","1","1","77.100000","85.110000","charlie","38.620000","1","3","19","6","0.942000","75.880000","43.060000","7.990000","12.470000","-1.260000","-117","0.636977"
"3933","Bauer","black","country","joker","63.928518","0","0","0","0","45.720000","42.700000","oscar","25.970000","2","2","51","4","0.989000","74.710000","41.650000","5.120000","14.340000","-0.610000","-60","0.507847"
"3934","CCM","black","electronic","joker","73.153422","1","0","1","1","88.290000","66.220000","romeo","31.670000","1","2","51","4","0.728000","95.960000","67.150000","7.510000","11.330000","-2.900000","-80","0.111896"
"3935","CCM","white","metal","joker","56.033976","0","0","0","1","68.320000","56.280000","kilo","61.030000","1","8","39","5","0.701000","77.250000","44.700000","7.500000","9.630000","-4.160000","-59","0.949559"
"3936","True","white","hip hop","planner","80.922348","0","1","0","1","54.710000","51.630000","foxtrot","69.500000","5","2","18","4","0.864000","74.900000","41.880000","8.580000","15.890000","-0.980000","-31","0.852549"
"3937","Warrior","blue","rock","mentor","75.798071","0","0","1","1","90.180000","40.410000","delta","79.710000","2","6","18","0","0.504000","76.630000","43.960000","6.880000","6.970000","-2.960000","-150","0.076344"
"3938","Bauer","black","electronic","joker","76.404791","1","0","0","0","77.220000","40.620000","whiskey","62.940000","3","1","32","6","0.677000","73.960000","40.750000","6.920000","11.380000","-6.760000","-40","0.042268"
"3939","Bauer","green","pop","planner","79.742912","0","0","1","0","50.490000","75.460000","hotel","30.020000","1","6","15","6","0.842000","84.780000","53.740000","7.040000","4.220000","-3.830000","-58","0.805899"
"3940","True","black","rock","planner","35.239239","0","0","0","1","68.030000","71.030000","charlie","30.130000","1","6","5","8","0.578000","85.350000","54.420000","8.780000","12.590000","-7.030000","-118","0.757734"
"3941","Warrior","black","rock","joker","51.666915","0","1","1","0","89.740000","52.840000","victor","64.510000","2","5","21","5","0.531000","73.680000","40.420000","9.220000","9.550000","-2.570000","-13","0.423157"
"3942","Bauer","black","electronic","quiet","74.418798","0","0","1","1","59.440000","85.680000","golf","51.530000","4","8","49","4","0.465000","90.640000","60.770000","7.630000","15.720000","-2.980000","-108","0.108417"
"3943","CCM","blue","rock","joker","28.455549","1","1","0","0","80.170000","69.250000","foxtrot","19.950000","1","5","48","4","0.665000","85.010000","54.010000","7.250000","9.520000","-0.570000","-44","0.335037"
"3944","Bauer","black","electronic","mentor","52.143719","0","0","1","1","48.990000","29.690000","romeo","84.370000","3","7","2","6","0.648000","76.770000","44.120000","5.980000","8.920000","-1.860000","-86","0.107276"
"3945","CCM","black","hip hop","hype","37.109081","1","1","1","1","49.740000","32.740000","quebec","57.290000","0","6","39","4","0.707000","69.170000","35.000000","6.640000","11.270000","-2.260000","-123","0.499554"
"3946","Bauer","white","metal","quiet","","0","0","1","1","73.640000","72.680000","delta","88.580000","1","3","41","2","0.600000","77.130000","44.560000","7.830000","6.070000","-5.300000","-20","0.840814"
"3947","CCM","black","rock","joker","40.615481","0","0","1","0","73.680000","63.730000","zulu","73.460000","4","1","47","7","0.932000","79.020000","46.820000","4.830000","4.810000","-1.630000","-11","0.219289"
"3948","Bauer","white","rock","mentor","30.305410","0","0","1","1","45.950000","45.390000","yankee","53.340000","2","2","38","2","0.934000","76.360000","43.630000","9.580000","12.490000","-1.010000","-112","0.419103"
"3949","Warrior","white","metal","planner","61.888644","0","0","1","1","98.500000","40.810000","whiskey","41.000000","1","7","14","5","0.991000","73.190000","39.830000","7.240000","6.850000","-4.940000","-28","0.016771"
"3950","CCM","black","metal","joker","46.003099","1","1","0","0","69.970000","48.630000","kilo","91.510000","2","1","13","5","0.938000","82.200000","50.640000","5.690000","8.650000","-2.890000","-75","0.476072"
"3951","True","red","country","joker","76.591236","0","0","1","0","56.500000","64.490000","echo","11.430000","3","1","11","2","0.445000","78.990000","46.790000","7.840000","11.200000","-0.740000","-122","0.839673"
"3952","Warrior","black","rock","hype","70.703724","0","1","1","1","97.810000","64.620000","delta","28.760000","4","8","13","6","0.429000","82.540000","","4.660000","11.430000","-1.520000","-13","0.474275"
"3953","Sherwood","black","metal","quiet","68.089159","0","0","0","1","96.330000","94.220000","echo","59.820000","5","4","4","7","0.539000","85.450000","54.540000","7.200000","8.260000","-2.990000","-87","0.806286"
"3954","Sherwood","white","hip hop","mentor","28.550045","0","1","1","1","92.690000","53.010000","whiskey","61.710000","5","5","9","3","0.614000","87.370000","56.840000","8.180000","15.260000","-0.750000","-106","0.733814"
"3955","Warrior","blue","rock","hype","49.492758","1","0","1","1","48.150000","84.230000","india","28.970000","4","1","29","10","0.501000","89.880000","59.860000","7.520000","14.560000","-1.770000","-162","0.359642"
"3956","Warrior","white","rock","hype","36.819520","1","0","1","1","57.000000","77.010000","quebec","87.390000","1","1","5","8","0.919000","95.460000","66.550000","7.340000","17.920000","-1.610000","-85","0.732628"
"3957","CCM","red","pop","mentor","44.310317","0","0","1","1","61.190000","46.420000","sierra","86.620000","1","3","47","4","0.701000","72.410000","38.890000","7.540000","8.840000","-2.080000","-126","0.469481"
"3958","Sherwood","black","country","hype","52.649187","0","0","0","0","90.900000","51.920000","oscar","44.750000","3","1","47","5","0.474000","87.580000","57.100000","7.510000","10.800000","-4.370000","-109","0.779913"
"3959","True","black","rock","hype","36.478887","0","0","0","1","94.880000","66.720000","alpha","23.930000","1","2","42","6","0.770000","86.890000","56.270000","7.590000","6.750000","-2.310000","-57","0.303746"
"3960","Bauer","white","country","quiet","45.040515","0","1","0","1","48.650000","62.350000","sierra","41.280000","0","3","25","6","0.389000","83.880000","52.660000","7.410000","15.030000","-4.800000","-180","0.458782"
"3961","Bauer","blue","rock","quiet","56.542581","0","0","1","0","88.090000","87.770000","lima","23.690000","0","3","7","2","0.715000","78.160000","45.790000","6.930000","15.650000","-1.990000","-113","0.401110"
"3962","Warrior","black","pop","joker","60.918973","0","1","1","1","48.250000","72.760000","papa","31.500000","4","8","41","4","0.835000","87.560000","57.070000","7.940000","13.040000","-1.580000","-47","0.663692"
"3963","CCM","white","metal","mentor","60.698947","1","0","1","1","55.020000","89.290000","mike","48.310000","1","5","18","5","0.380000","73.750000","40.500000","7.170000","8.010000","-5.050000","-166","0.188077"
"3964","True","blue","metal","quiet","65.435219","0","1","1","1","52.800000","21.010000","tango","54.420000","1","6","29","8","0.935000","69.470000","35.360000","9.030000","9.040000","-8.970000","-11","0.960717"
"3965","Sherwood","black","hip hop","mentor","49.490330","0","1","1","1","84.370000","58.370000","zulu","49.790000","4","3","43","0","0.601000","83.080000","","7.830000","14.360000","-2.570000","-153","0.224710"
"3966","Bauer","black","electronic","quiet","48.742275","0","0","1","1","59.300000","66.880000","golf","8.490000","4","6","44","4","0.738000","76.050000","43.260000","7.860000","6.370000","-0.460000","-80","0.498988"
"3967","CCM","white","pop","mentor","24.557452","0","1","1","0","58.600000","82.080000","xray","24.960000","2","1","29","6","0.744000","83.780000","52.540000","9.100000","5.940000","-1.650000","-136","0.711843"
"3968","True","white","metal","mentor","30.034674","0","0","1","1","72.100000","39.980000","oscar","48.600000","0","7","19","10","0.799000","79.060000","46.870000","8.210000","12.140000","-1.900000","-117","0.778021"
"3969","CCM","white","metal","quiet","51.940947","0","1","1","1","74.960000","47.810000","whiskey","76.690000","5","3","45","3","0.792000","72.550000","39.060000","7.470000","5.150000","-5.940000","-97","0.066652"
"3970","Bauer","red","rock","hype","27.536781","0","1","0","1","49.170000","88.240000","delta","49.540000","4","8","33","6","0.805000","71.570000","37.880000","6.740000","16.910000","-6.890000","-62","0.967592"
"3971","True","black","rock","quiet","37.911011","0","1","0","0","57.610000","59.200000","victor","50.390000","4","8","39","5","0.563000","75.240000","42.290000","7.840000","17.460000","-4.630000","-142","0.915917"
"3972","Bauer","white","electronic","mentor","68.495038","0","1","1","1","67.470000","78.510000","november","98.600000","3","5","46","6","0.907000","83.770000","52.520000","7.910000","4.810000","-3.620000","-149","0.924088"
"3973","CCM","blue","metal","hype","54.044238","0","1","0","1","88.770000","58.750000","bravo","54.850000","2","4","19","6","0.885000","85.150000","54.180000","7.390000","8.140000","-6.240000","-156","0.893726"
"3974","Sherwood","white","rock","planner","45.315675","0","1","1","1","49.120000","69.490000","bravo","39.560000","1","1","24","6","0.749000","88.150000","57.780000","6.280000","15.300000","-5.360000","-49","0.921235"
"3975","True","white","country","hype","49.187926","0","0","1","1","95.880000","86.490000","zulu","78.800000","3","1","39","5","0.534000","87.500000","","8.700000","12.180000","-0.540000","-44","0.274162"
"3976","Warrior","white","hip hop","planner","16.431056","0","0","1","0","77.090000","45.750000","mike","17.230000","3","7","23","8","0.572000","92.260000","62.710000","6.740000","15.880000","-3.320000","-156","0.168425"
"3977","Bauer","black","country","joker","42.618269","0","1","1","0","71.050000","86.780000","bravo","96.720000","1","8","44","1","0.910000","86.370000","55.640000","5.970000","13.510000","-2.070000","-176","0.207311"
"3978","CCM","white","pop","hype","72.500713","0","0","1","1","85.470000","66.330000","yankee","28.140000","3","5","52","1","0.864000","79.920000","47.900000","6.630000","13.940000","-1.430000","-52","0.967613"
"3979","Bauer","black","metal","mentor","","0","1","1","1","55.350000","87.210000","hotel","41.680000","4","4","13","1","0.845000","77.690000","45.230000","8.980000","17.210000","-2.430000","-139","0.987374"
"3980","Warrior","blue","pop","quiet","","0","1","1","0","46.610000","57.200000","foxtrot","33.500000","1","6","39","4","0.792000","88.710000","58.450000","5.350000","15.110000","-1.100000","-51","0.900950"
"3981","True","black","pop","mentor","44.877367","0","0","1","1","91.890000","67.810000","alpha","17.430000","1","1","8","3","0.866000","84.180000","53.020000","7.470000","11.200000","-3.410000","-30","0.876648"
"3982","Warrior","black","electronic","planner","72.521444","0","0","0","1","74.300000","79.500000","tango","32.880000","5","4","38","3","0.575000","76.100000","43.320000","7.810000","14.870000","-2.770000","-155","0.953593"
"3983","Warrior","white","metal","mentor","39.740193","0","1","1","1","99.140000","84.300000","quebec","33.460000","2","3","32","6","0.605000","95.030000","66.040000","5.910000","13.760000","-1.840000","-142","0.723915"
"3984","CCM","white","hip hop","joker","40.921434","0","0","1","1","79.320000","40.260000","bravo","70.160000","5","5","55","5","0.457000","75.080000","42.100000","6.330000","17.230000","-0.980000","-12","0.995172"
"3985","CCM","white","metal","joker","64.445522","0","0","0","1","84.160000","66.860000","quebec","37.820000","0","1","44","5","0.485000","75.510000","42.610000","8.080000","8.460000","-2.410000","-20","0.750191"
"3986","Sherwood","white","rock","hype","24.626293","1","0","1","1","94.340000","78.770000","november","71.170000","5","3","32","5","0.521000","85.680000","54.820000","7.720000","16.570000","-2.190000","-160","0.161211"
"3987","Sherwood","red","hip hop","quiet","49.483854","0","1","0","1","83.500000","56.720000","bravo","74.220000","5","4","39","2","0.998000","81.750000","50.100000","6.170000","11.480000","-2.180000","-136","0.580037"
"3988","Warrior","white","rock","mentor","32.367848","0","1","1","1","66.360000","52.060000","victor","22.580000","3","2","5","5","0.870000","87.430000","56.920000","7.190000","9.080000","-0.540000","-9","0.238515"
"3989","True","white","pop","quiet","40.193554","0","0","1","1","59.620000","85.540000","bravo","48.850000","1","2","22","6","0.878000","65.230000","30.280000","6.990000","12.390000","-4.410000","-177","0.552642"
"3990","Warrior","black","country","quiet","49.636089","0","1","1","1","70.420000","61.780000","tango","36.750000","2","8","28","5","0.810000","88.220000","57.860000","8.440000","14.010000","-1.180000","-145","0.639255"
"3991","Warrior","red","electronic","joker","59.781548","0","0","0","1","71.150000","43.470000","india","20.590000","3","4","46","5","0.553000","77.880000","45.460000","7.730000","10.000000","-4.400000","-29","0.515610"
"3992","Warrior","black","electronic","joker","80.462951","0","1","1","0","70.270000","44.790000","echo","32.390000","4","3","54","5","0.431000","77.640000","45.170000","6.730000","7.940000","-3.120000","-163","0.097757"
"3993","Bauer","white","rock","mentor","58.218523","0","1","0","1","69.170000","37.530000","golf","69.070000","1","7","37","7","0.506000","89.630000","","7.630000","5.170000","-5.010000","-57","0.790992"
"3994","Sherwood","green","country","joker","27.480643","0","0","1","1","97.540000","57.870000","juliett","67.300000","1","1","5","3","0.677000","69.350000","","9.000000","6.510000","-4.900000","-170","0.179338"
"3995","CCM","blue","hip hop","joker","52.730098","0","0","1","1","81.340000","72.520000","sierra","34.520000","5","2","53","7","0.640000","78.170000","45.800000","8.290000","6.900000","-3.430000","-159","0.472619"
"3996","Bauer","white","country","quiet","55.676774","0","1","1","1","62.040000","75.010000","foxtrot","57.190000","4","2","27","3","0.686000","82.260000","50.710000","7.760000","13.780000","-4.010000","-81","0.888183"
"3997","Bauer","white","rock","planner","42.129534","0","1","1","0","92.680000","59.310000","mike","23.340000","5","2","26","4","0.449000","90.450000","60.540000","5.910000","7.830000","-3.600000","-111","0.198360"
"3998","Warrior","black","rock","mentor","60.765943","0","0","1","1","90.340000","71.690000","uniform","16.140000","4","7","51","1","0.379000","76.960000","44.350000","7.080000","10.790000","-1.730000","-125","0.949161"
"3999","Warrior","white","country","mentor","58.820395","1","1","0","0","59.350000","81.840000","uniform","98.430000","5","4","17","5","0.448000","73.310000","","6.730000","15.410000","-0.990000","-99","0.026224"
"4000","CCM","white","hip hop","mentor","","0","0","0","1","84.140000","81.250000","papa","56.710000","2","4","16","9","0.523000","83.330000","","8.020000","13.980000","-1.840000","-88","0.561478"
"4001","CCM","white","rock","joker","39.788967","0","1","1","1","76.800000","67.690000","lima","74.520000","2","2","19","8","0.617000","69.750000","35.700000","5.750000","11.220000","-2.700000","-165","0.362846"
"4002","Warrior","black","metal","hype","54.453966","0","0","0","1","65.520000","45.940000","bravo","32.590000","5","5","17","4","0.665000","87.550000","57.060000","7.600000","4.730000","-3.280000","-38","0.366727"
"4003","Warrior","white","hip hop","quiet","78.434243","0","0","0","0","69.070000","41.540000","bravo","29.990000","3","7","54","5","0.444000","68.920000","34.700000","6.900000","16.650000","-1.190000","-63","0.586192"
"4004","Bauer","black","pop","quiet","44.021373","0","0","1","1","78.210000","63.350000","papa","32.580000","1","4","14","11","0.502000","81.730000","50.080000","6.370000","10.550000","-1.550000","-155","0.336517"
"4005","Bauer","white","metal","quiet","39.236719","0","0","0","1","94.620000","68.260000","delta","75.230000","5","5","40","6","0.731000","80.060000","48.070000","8.230000","11.360000","-3.270000","-56","0.175895"
"4006","Bauer","black","electronic","quiet","39.707765","0","1","1","1","81.090000","69.720000","foxtrot","38.960000","2","6","38","6","0.799000","88.960000","58.750000","8.240000","9.260000","-7.520000","-112","0.707882"
"4007","Warrior","white","metal","planner","57.638300","1","0","0","0","97.280000","48.390000","foxtrot","85.230000","0","8","6","8","0.749000","92.720000","63.260000","7.000000","11.940000","-3.160000","-177","0.088161"
"4008","CCM","black","rock","quiet","58.687508","1","1","1","1","78.630000","74.990000","mike","62.530000","5","8","25","2","0.811000","74.820000","41.780000","7.190000","16.170000","-1.870000","-102","0.921309"
"4009","Sherwood","white","country","quiet","49.688084","0","0","1","1","87.770000","48.060000","lima","56.950000","0","8","46","3","0.557000","89.180000","59.020000","7.790000","4.860000","-2.600000","-79","0.273108"
"4010","CCM","blue","metal","hype","36.991383","0","0","0","1","86.830000","48.850000","whiskey","47.470000","5","3","39","5","0.732000","97.710000","69.250000","6.620000","9.050000","-1.500000","-53","0.334839"
"4011","CCM","white","metal","joker","68.102889","0","1","1","1","93.520000","44.860000","tango","45.100000","5","5","23","2","0.824000","72.060000","38.470000","7.110000","6.330000","-10.570000","-57","0.942174"
"4012","CCM","white","hip hop","mentor","55.155147","0","1","1","1","62.000000","88.310000","kilo","82.230000","0","5","24","1","0.780000","76.690000","44.030000","7.560000","7.050000","-5.430000","-95","0.618491"
"4013","CCM","red","electronic","hype","48.775548","1","0","0","0","63.760000","38.490000","kilo","47.410000","0","6","43","5","0.414000","79.920000","47.900000","5.390000","14.440000","-1.780000","-71","0.028602"
"4014","CCM","green","country","hype","46.035652","0","1","1","0","71.180000","76.830000","india","21.020000","4","4","51","7","0.489000","89.470000","59.360000","7.450000","13.610000","-4.640000","-10","0.379625"
"4015","Warrior","black","electronic","planner","42.089895","0","0","1","1","71.290000","80.350000","mike","80.920000","1","6","55","4","0.572000","85.450000","","6.950000","16.900000","-5.420000","-145","0.190852"
"4016","CCM","white","electronic","planner","71.389595","0","1","1","0","83.600000","71.990000","india","54.670000","5","7","31","4","0.945000","76.350000","43.620000","6.970000","12.850000","-4.320000","-72","0.056967"
"4017","Bauer","black","electronic","hype","51.657814","0","1","1","0","55.570000","85.290000","papa","71.040000","1","5","55","4","0.622000","79.680000","","8.180000","8.620000","-4.880000","-70","0.329198"
"4018","Bauer","black","rock","joker","53.653192","0","0","1","1","55.640000","23.650000","oscar","23.930000","3","5","4","4","0.928000","88.400000","58.080000","6.750000","4.460000","-2.410000","-25","0.635604"
"4019","CCM","black","rock","hype","31.180403","1","0","1","1","54.140000","47.030000","oscar","71.970000","2","3","4","9","0.824000","78.850000","46.620000","5.640000","9.310000","-0.880000","-63","0.762535"
"4020","CCM","white","metal","quiet","65.365781","0","0","1","1","81.150000","42.650000","romeo","83.400000","5","1","12","7","0.711000","68.000000","33.600000","9.430000","9.740000","-1.460000","-122","0.124559"
"4021","True","red","electronic","mentor","69.601242","0","0","1","0","55.200000","54.970000","romeo","48.880000","2","1","37","4","0.788000","70.780000","36.940000","7.720000","6.820000","-1.670000","-148","0.126043"
"4022","Bauer","blue","country","quiet","52.790017","0","0","1","0","79.210000","80.000000","sierra","22.280000","3","5","5","7","0.822000","74.040000","40.850000","4.730000","16.070000","-1.590000","-178","0.466116"
"4023","Bauer","black","country","joker","45.447688","0","0","1","0","92.830000","80.170000","papa","45.150000","2","4","24","3","0.875000","93.460000","","9.610000","14.960000","-0.990000","-41","0.327217"
"4024","Warrior","white","rock","planner","40.853665","0","1","1","1","76.880000","69.920000","bravo","38.760000","3","8","55","7","0.559000","77.370000","44.840000","8.310000","15.970000","-3.730000","-121","0.388109"
"4025","Warrior","green","country","joker","66.609651","0","1","1","1","70.540000","73.640000","charlie","50.440000","0","3","14","7","0.929000","89.630000","","7.900000","4.020000","-4.880000","-91","0.642253"
"4026","Bauer","white","pop","quiet","49.636926","1","0","0","1","50.940000","61.210000","tango","49.940000","2","5","48","0","0.740000","83.340000","52.010000","6.680000","16.570000","-3.700000","-152","0.948340"
"4027","Bauer","green","country","quiet","65.754873","0","1","0","0","81.290000","52.960000","xray","49.560000","3","1","1","7","0.589000","84.850000","53.820000","7.790000","4.030000","-1.810000","-108","0.701750"
"4028","Bauer","black","pop","planner","66.474651","1","1","1","0","69.790000","64.220000","yankee","12.100000","4","8","18","4","0.718000","60.210000","24.250000","8.180000","10.970000","-4.300000","-176","0.984865"
"4029","Sherwood","white","electronic","mentor","44.328225","0","1","0","0","71.860000","54.670000","sierra","80.450000","0","8","17","5","0.963000","68.400000","34.080000","8.710000","14.770000","-3.850000","-142","0.936981"
