,num__training_pct,num__goals,num__school_grade,num__number_of_previous_teams,num__avg_shoot_speed,num__pass_completion_rate,num__power_play_goals,num__jersey_number,num__years_played,cat__golden_tipps_alpha,cat__golden_tipps_bravo,cat__golden_tipps_charlie,cat__golden_tipps_delta,cat__golden_tipps_echo,cat__golden_tipps_foxtrot,cat__golden_tipps_golf,cat__golden_tipps_hotel,cat__golden_tipps_india,cat__golden_tipps_juliett,cat__golden_tipps_kilo,cat__golden_tipps_lima,cat__golden_tipps_mike,cat__golden_tipps_november,cat__golden_tipps_oscar,cat__golden_tipps_papa,cat__golden_tipps_quebec,cat__golden_tipps_romeo,cat__golden_tipps_sierra,cat__golden_tipps_tango,cat__golden_tipps_uniform,cat__golden_tipps_victor,cat__golden_tipps_whiskey,cat__golden_tipps_xray,cat__golden_tipps_yankee,cat__golden_tipps_zulu,cat__experience_level_legend,cat__experience_level_missing,cat__experience_level_rookie,cat__experience_level_sophomore,cat__experience_level_veteran,cat__fitness_level_Average,cat__fitness_level_Elite,cat__fitness_level_Excellent,cat__fitness_level_Good,cat__fitness_level_Poor,cat__fitness_level_missing,bool__won_championship,bool__captain
8279,1.7533135254964303,-0.7161625336640864,1.468141462058793,1.2267720086374543,-0.1838580273386023,-0.6945796453542188,-1.113579616643246,1.8310443549743463,1.0397819556692338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8388,1.153629259414981,1.3859044220560202,0.41329088243828893,-1.767332654737631,-0.2442929118282411,-1.8922976237708715,1.3886082299511187,1.224093034391074,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1148,-1.2435668810945533,-0.2156704013497754,-1.1519712679663294,-0.519789044998012,0.48955925697451397,-1.1395895051173937,0.20112925190633543,0.4254728757288739,1.3056938425483935,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7103,-0.8084099953821051,-1.0498239552069606,1.7233472474508502,1.2267720086374543,1.6320663589929185,-0.18091398515460824,-0.7742999086304507,1.7990995486278583,0.7738700687900743,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9938,1.2233565649906801,0.2848217309645357,1.1959219576405982,1.2267720086374543,0.475169998762694,1.4698320486966283,-0.47743016411925493,0.010190393224529758,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7889,0.8167062496482201,-0.2156704013497754,0.8386338580917179,-1.2683152108417834,-0.6140968478719807,1.0588995205369396,-0.13815045610645973,-0.7245401527446944,-1.6193369131223625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4865,-0.20212497074655617,-0.9830916708983858,-1.6453691197243072,-1.5178239327897072,0.9442598164679844,-0.8213673644083667,-1.1559895801448452,-0.8203745717841584,-1.3534250262432028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1556,1.7340293304095826,0.38492015742739794,-0.6585734162083519,-0.2702803230500883,1.3428422689353618,0.4014074754814379,0.5404089599191306,-0.9481537971701105,0.24204629503175495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9597,-1.0434064611733551,2.6538178239189416,-1.305094739201564,0.2287371208457592,-1.884668347975572,-0.5337145946965847,2.5760872079959016,0.6490865201542899,-0.023865591847404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2440,-1.4268951273965997,-0.6494302493555116,0.05600278288940869,0.2287371208457592,0.5715780287818796,-1.0203188445051914,-0.9015297991352489,0.10602481226399378,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3935,2.06250316668388,-0.11557197488691316,-0.9137792016004094,-0.519789044998012,-0.8615920891152623,-0.047611482117440845,-0.05333052910326095,0.904644970926194,0.24204629503175495,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6126,-1.0511684443778284,-0.8829932444355235,-0.777669449391312,-0.7692977669459359,-0.3450177193109724,0.10373196118039543,-1.7073191056656374,-0.4050920892798143,0.5079581819109146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64,-0.6502426107237989,-0.8829932444355235,0.7025241058826205,0.7277545647416067,0.14709491153322746,0.12878882265354716,-1.028759689640047,-1.0439882162095746,0.5079581819109146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1822,-1.6195241997959295,0.8520461475874217,1.3830728669281067,0.7277545647416067,0.8694356737665278,1.6342050599605036,1.0917384854399228,-0.5967609273587424,-1.0875131393640431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5852,0.18740981856669497,-0.2156704013497754,0.10704393996781983,-1.2683152108417834,-0.35796805170160767,-0.09572065614589222,-0.2653803466112579,0.20185923130345781,-1.6193369131223625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1395,-0.9284820531314878,-0.5826979650469368,0.7195378249087581,0.9772632866895306,0.7946115310650691,-0.6695227838810671,0.15871928840473604,0.4574176820753619,-0.555689365605724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9407,1.2318969522944603,0.5183847260445476,-1.3561358962799754,-1.5178239327897072,-2.0127327460607582,0.15885705642132897,-0.8591198356336495,1.096313809005122,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7776,1.1106074155973829,1.619467417136032,-1.1689849869924667,-1.2683152108417834,-0.30760564796024303,1.1235462231376707,1.431018193452718,1.8310443549743463,-1.0875131393640431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6571,0.23554691905007136,-0.08220583273262574,1.3150179908235586,-0.519789044998012,1.0939081018708978,-0.45002467737625773,1.006918558436724,-0.11758883216142227,-0.023865591847404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6087,1.4563806621699384,0.21808944665596092,1.36605914790197,0.478245842793683,1.3816932661072718,-0.07717857865576006,-0.5198401276208543,-0.8523193781306464,-1.6193369131223625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6045,-0.17523458425768057,0.551750868198835,0.5323869156212487,0.9772632866895306,-1.7810656888504774,-1.661774498217876,0.6676388504239288,0.36158326303589783,-0.023865591847404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2859,-0.02205711530922192,-1.250020808132685,-0.9818340777049581,-0.020771601102164555,-0.7349666168512583,1.5219503205607834,-0.6046600546240531,-1.0439882162095746,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,-0.29063503822126796,-0.18230425919548798,-0.6415596971822146,0.7277545647416067,0.45646396308733034,1.3204931543166436,-0.39261023711605614,1.7671547422813703,1.8375176163067128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3110,0.09527741827483957,-0.4825995385840746,0.0049616258109971695,-0.519789044998012,0.6521578747680646,-1.0709337046809577,-0.6894799816272519,-0.11758883216142227,0.24204629503175495,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9265,1.4464280908474647,-1.1499223816698227,-0.9818340777049581,-0.519789044998012,-0.6069022187660718,-2.082228633737362,-0.9439397626368483,-0.7884297654376704,-0.28977747872656434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
258,0.7309873941638927,-1.2833869502869724,-0.9818340777049581,-1.5178239327897072,-0.6917988422158027,0.8975333326498426,-1.9193689231736344,-0.9481537971701105,-0.8216012524848836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1619,-0.22769563558212494,-0.7161625336640864,0.7365515439348949,-1.767332654737631,-0.753672652526622,0.577807780252426,-0.18056041960805916,-0.9800986035165985,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5678,0.20265820134647206,-0.5826979650469368,-0.8797517635481351,0.9772632866895306,-0.0025533738696859043,0.5281951945355857,-0.47743016411925493,-1.0759330225560626,0.24204629503175495,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5170,-2.3185996127188804,0.551750868198835,-0.8797517635481351,0.478245842793683,1.3802543402860912,0.38186312353237956,0.7100488139255282,0.2338040376499458,-0.28977747872656434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6628,-1.6768523923465495,3.7215343728561385,1.9785530328429073,1.2267720086374543,-0.008309077154414285,-0.4926213418806158,3.212236660519893,-0.8203745717841584,1.5716057294275532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9780,0.6556898033275615,-0.8829932444355235,0.12405765899395738,0.9772632866895306,-1.326365129357007,-0.2019617487920558,0.4131790694143324,0.96853458361917,0.5079581819109146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,-0.5109612017677279,-0.5826979650469368,1.4000865859542442,-0.519789044998012,0.4679753696567851,-0.07116493190220377,-0.9863497261384477,1.192148228044586,0.24204629503175495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7262,1.9005570331289487,0.7519477211245594,-0.6075322591299404,-1.0188064888938597,0.6176236550597005,-1.533984504704802,1.0493285219383235,-0.08564402581493427,-0.28977747872656434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3241,-0.992460807670827,1.5527351328274572,-0.4714225069208433,1.2267720086374543,-1.653001290765291,0.09320807936167201,1.2613783394463203,-0.9162089908236225,0.5079581819109146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8773,-0.6991042193890727,0.9187784318959965,-0.5564911020515292,1.2267720086374543,2.7299667605546847,1.0057789742138579,1.7702979014655131,-0.9481537971701105,1.3056938425483935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3769,-1.0958422639599144,0.08462487803881129,-0.23323044055492287,0.9772632866895306,-0.16371306584205603,-1.0358540986185456,0.4131790694143324,-0.8842641844771345,-0.28977747872656434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3956,-0.47705796451712656,-0.08220583273262574,-1.4071770533583872,1.2267720086374543,-1.2198846185895493,1.2849124110247685,0.3283591424111336,-0.8842641844771345,1.5716057294275532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4046,0.23179799672292617,0.31818787311882313,-0.4884362259469805,-1.0188064888938597,-0.4155250845488833,-0.6379511384248957,0.6676388504239288,-1.0439882162095746,0.24204629503175495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2618,0.9583635876377558,-1.1165562395155353,-0.4544087878947061,1.2267720086374543,-0.3277506094567893,-0.8404105791279617,-0.6046600546240531,-0.8523193781306464,0.24204629503175495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7267,-0.02205711530922192,-0.5826979650469368,0.8896750151701298,0.2287371208457592,-1.3695329039924626,1.1691497110188074,-0.47743016411925493,-0.8203745717841584,0.5079581819109146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3890,-0.7072683757327172,-0.5826979650469368,0.4643320395167008,0.9772632866895306,0.5672612513183338,1.0804484214038497,-0.5622500911224537,-0.8203745717841584,-1.3534250262432028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3457,-0.02205711530922192,-1.0164578130526731,0.27718113022919155,-1.2683152108417834,-1.168083289027002,0.8724764711766908,-0.47743016411925493,-0.8842641844771345,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4587,-0.02205711530922192,2.753916250381804,-1.0669026728356437,-0.7692977669459359,-1.2961476871121884,-0.9351255154964753,2.7457270620022993,-0.2134232512008863,-0.8216012524848836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2240,-1.3082578663674234,0.2848217309645357,1.8254295616076732,-1.5178239327897072,1.2737738295186316,-0.5417327903679934,-0.4350202006176555,-0.9162089908236225,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3397,0.4540624711008801,-1.5169499453669844,1.161894519588324,0.478245842793683,0.6205015067020636,0.87899125515971,-1.452859324656041,0.840755358233218,-0.023865591847404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3603,0.5099130692722962,0.35155401527311053,1.1959219576405982,-1.2683152108417834,0.9989389976728948,-1.9063294661958365,0.03148939789993784,-0.8523193781306464,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9761,1.0109034365969194,-0.515965680738362,-0.14816184542423738,-1.0188064888938597,0.7154706109000666,-1.150113386936117,-0.8591198356336495,-0.5328713146657664,-0.555689365605724,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
102,0.810619340458553,0.9521445740502839,-0.36934019276402025,0.478245842793683,0.08378217540122548,-0.24054931546070926,0.28594917890953425,2.0546579993997622,-0.8216012524848836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3487,1.4349690003098026,0.885412289741709,0.6684966678303461,0.2287371208457592,-1.3047812420392801,-0.5662885146116818,0.11630932490313664,0.20185923130345781,-0.555689365605724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8282,0.598025957824122,-0.18230425919548798,-0.5394773830253919,0.2287371208457592,-0.8011572046256255,0.3187198326200376,-0.30779031011285735,1.000479389965658,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4559,-1.9473613428580068,0.5851170103531224,-0.6585734162083519,0.7277545647416067,-0.17234662076914756,-0.8599549310770201,0.8796886679319258,-0.7884297654376704,-0.8216012524848836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9635,-0.8160526029445441,0.885412289741709,-1.3731496153061127,-1.2683152108417834,-2.0084159685972125,-2.3257813272563967,1.7278879379639138,0.4574176820753619,-0.023865591847404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8977,-0.3179506960996325,-1.1499223816698227,-0.4033676308162946,1.2267720086374543,-1.0371410392994502,0.888011725290045,-1.664909142164038,-0.8203745717841584,1.5716057294275532,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3872,-0.4971429683124479,3.32114066700469,-0.4714225069208433,-1.5178239327897072,-0.7608672816325329,-1.3951694921435411,2.788137025503899,-0.5648161210122544,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7436,0.25418103365049055,0.1847233045016735,0.05600278288940869,1.2267720086374543,-0.6558256966862559,1.5921095326856085,-0.13815045610645973,-0.9800986035165985,1.0397819556692338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
